client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
b9423ded6c5670ebd6fdd41739b45bacd3f178c9fd5d02e46e0b9e533a14a9e725ded2a6d1e0353418f5780191669a89e58844b3f37c37066edbae8e22ef6ce6	common_voice_en_37470876.mp3	cf74ec30a1859ebb146e4f35e94cdef3c645e6310d11589cf91cc4ccf315695b	He was later assassinated by the police.		3	0	sixties	female_feminine	United States English|Texas		en	
b9423ded6c5670ebd6fdd41739b45bacd3f178c9fd5d02e46e0b9e533a14a9e725ded2a6d1e0353418f5780191669a89e58844b3f37c37066edbae8e22ef6ce6	common_voice_en_37470875.mp3	cf81568edae235547594567298f15aae9eb74dbf67f104da50700613fb293cc9	There was a repeat broadcast the following evening.		6	0	sixties	female_feminine	United States English|Texas		en	
b9423ded6c5670ebd6fdd41739b45bacd3f178c9fd5d02e46e0b9e533a14a9e725ded2a6d1e0353418f5780191669a89e58844b3f37c37066edbae8e22ef6ce6	common_voice_en_37470874.mp3	cf89549a783a95c254cdaf6bc73ca22677b6c6db7c69de6ea3215973bf121e3a	His three feature length films are highly acclaimed and have won many international awards.		6	0	sixties	female_feminine	United States English|Texas		en	
b9423ded6c5670ebd6fdd41739b45bacd3f178c9fd5d02e46e0b9e533a14a9e725ded2a6d1e0353418f5780191669a89e58844b3f37c37066edbae8e22ef6ce6	common_voice_en_37470873.mp3	cf82ccdfa60a69c671a03c64362dc0e0df11a9eaba80d237fc0035c9f307a1a7	Long gave the rest away for free.		6	0	sixties	female_feminine	United States English|Texas		en	
b9423ded6c5670ebd6fdd41739b45bacd3f178c9fd5d02e46e0b9e533a14a9e725ded2a6d1e0353418f5780191669a89e58844b3f37c37066edbae8e22ef6ce6	common_voice_en_37470872.mp3	cf872b8c477f0293e91baed30769a839b9de029d496972b69ded071ca507e649	Parker was born in Monterey County, California.		6	0	sixties	female_feminine	United States English|Texas		en	
b9423ded6c5670ebd6fdd41739b45bacd3f178c9fd5d02e46e0b9e533a14a9e725ded2a6d1e0353418f5780191669a89e58844b3f37c37066edbae8e22ef6ce6	common_voice_en_37470871.mp3	cf841e445f20b41f3377ee874dd4ec7a5c0ec5b05dfd196d0036149d3be23b1d	An eleven and a half year old Isaac Asimov also read the story.		6	0	sixties	female_feminine	United States English|Texas		en	
b9423ded6c5670ebd6fdd41739b45bacd3f178c9fd5d02e46e0b9e533a14a9e725ded2a6d1e0353418f5780191669a89e58844b3f37c37066edbae8e22ef6ce6	common_voice_en_37470870.mp3	cf81f728e0749c5b46ee37e2bb0b3b7a45054b26a0bb8f6c226fc7e27b93c272	The khan summoned both princes to Sarai and, after a trial, had Mikhail executed.		6	0	sixties	female_feminine	United States English|Texas		en	
b9423ded6c5670ebd6fdd41739b45bacd3f178c9fd5d02e46e0b9e533a14a9e725ded2a6d1e0353418f5780191669a89e58844b3f37c37066edbae8e22ef6ce6	common_voice_en_37470869.mp3	cf8745b08e97591dfb51ef61e2ce43daf9f87564f129a6452de864a534751679	The Iowa County portion of Blanchardville is part of the Madison Metropolitan Statistical Area.		6	0	sixties	female_feminine	United States English|Texas		en	
b9423ded6c5670ebd6fdd41739b45bacd3f178c9fd5d02e46e0b9e533a14a9e725ded2a6d1e0353418f5780191669a89e58844b3f37c37066edbae8e22ef6ce6	common_voice_en_37470867.mp3	cf870807a8d02a797aa63d4b1b0bd919c4775f4de10f03925171e8eaeefa6999	The city's borders form a rectangle, nearly a square.		6	0	sixties	female_feminine	United States English|Texas		en	
b9423ded6c5670ebd6fdd41739b45bacd3f178c9fd5d02e46e0b9e533a14a9e725ded2a6d1e0353418f5780191669a89e58844b3f37c37066edbae8e22ef6ce6	common_voice_en_37470866.mp3	cf585d4c8244c0b68fa5d7a5da91f6ee49151d1d873c7bc935b3be3cd757e88a	This credit is formally known as a Carnegie Unit.		6	0	sixties	female_feminine	United States English|Texas		en	
b9423ded6c5670ebd6fdd41739b45bacd3f178c9fd5d02e46e0b9e533a14a9e725ded2a6d1e0353418f5780191669a89e58844b3f37c37066edbae8e22ef6ce6	common_voice_en_37470864.mp3	cf87d632d5228cb4babecf468dafa3a464fa0d3333f285d3eba3157404998a18	This represents a figure of slightly over one percent of the entries.		3	0	sixties	female_feminine	United States English|Texas		en	
b9423ded6c5670ebd6fdd41739b45bacd3f178c9fd5d02e46e0b9e533a14a9e725ded2a6d1e0353418f5780191669a89e58844b3f37c37066edbae8e22ef6ce6	common_voice_en_37470863.mp3	cf7795b414244ea2fec2aee4768410a8454102f40c77e2a3f1e79158529581c3	"Handel is known to refer to himself as a ""Latino Jew""."		6	0	sixties	female_feminine	United States English|Texas		en	
b9423ded6c5670ebd6fdd41739b45bacd3f178c9fd5d02e46e0b9e533a14a9e725ded2a6d1e0353418f5780191669a89e58844b3f37c37066edbae8e22ef6ce6	common_voice_en_37470862.mp3	cf762e2679af9a44ad63989ab61e9cd0801930800aa57bab966cc6eba670ffff	When his indenture is complete, he gets the chance to go to sea.		6	0	sixties	female_feminine	United States English|Texas		en	
b9423ded6c5670ebd6fdd41739b45bacd3f178c9fd5d02e46e0b9e533a14a9e725ded2a6d1e0353418f5780191669a89e58844b3f37c37066edbae8e22ef6ce6	common_voice_en_37470861.mp3	cf87ddab46bf59ba0a9f6652778aae2e588cfaa7db66acb2a46d4916b0f620bd	Together they fight lesbian-killing vampires.		3	0	sixties	female_feminine	United States English|Texas		en	
b9423ded6c5670ebd6fdd41739b45bacd3f178c9fd5d02e46e0b9e533a14a9e725ded2a6d1e0353418f5780191669a89e58844b3f37c37066edbae8e22ef6ce6	common_voice_en_37470860.mp3	cf84f5b79e9fa2136f2c3835136cc57688a6003c361dd24b02006fd4d3669014	The ground was built on land formerly part of the Hillsborough House estate.		3	0	sixties	female_feminine	United States English|Texas		en	
b9423ded6c5670ebd6fdd41739b45bacd3f178c9fd5d02e46e0b9e533a14a9e725ded2a6d1e0353418f5780191669a89e58844b3f37c37066edbae8e22ef6ce6	common_voice_en_37470859.mp3	cf7b01900f3293120c0b2da7db1e0125697d6622239742f0cf8e856d7ef2c895	He was given honorary degrees by several Canadian Universities, including McGill University.		3	0	sixties	female_feminine	United States English|Texas		en	
b9423ded6c5670ebd6fdd41739b45bacd3f178c9fd5d02e46e0b9e533a14a9e725ded2a6d1e0353418f5780191669a89e58844b3f37c37066edbae8e22ef6ce6	common_voice_en_37470858.mp3	cf70a6472531e279112cd63728d07fb78599401022c865f80392b46fdb45be30	Malaysian sailors have qualified one boat for each of the following events.		6	0	sixties	female_feminine	United States English|Texas		en	
b9423ded6c5670ebd6fdd41739b45bacd3f178c9fd5d02e46e0b9e533a14a9e725ded2a6d1e0353418f5780191669a89e58844b3f37c37066edbae8e22ef6ce6	common_voice_en_37470855.mp3	cf84d875d27bfca0a060d145fd3737ca54f6383bffbd4db3db460f72a4ca0c11	These books were the result of original archival research.		6	0	sixties	female_feminine	United States English|Texas		en	
b9423ded6c5670ebd6fdd41739b45bacd3f178c9fd5d02e46e0b9e533a14a9e725ded2a6d1e0353418f5780191669a89e58844b3f37c37066edbae8e22ef6ce6	common_voice_en_37470853.mp3	cf80b46e91b64c7d318eb7d3f45592e87b242c9e3aba806cc21dab7ac7af1ce2	"Dave describes how she walked around the ""Zen-East House"" wearing only purple panties."		6	0	sixties	female_feminine	United States English|Texas		en	
b9423ded6c5670ebd6fdd41739b45bacd3f178c9fd5d02e46e0b9e533a14a9e725ded2a6d1e0353418f5780191669a89e58844b3f37c37066edbae8e22ef6ce6	common_voice_en_37470852.mp3	cf7bed5e71b3185f10257b674fe5aa0da2b19074f676fd68cde6c83ffce8bd8c	However, the two parties failed to win a seat.		6	0	sixties	female_feminine	United States English|Texas		en	
b9423ded6c5670ebd6fdd41739b45bacd3f178c9fd5d02e46e0b9e533a14a9e725ded2a6d1e0353418f5780191669a89e58844b3f37c37066edbae8e22ef6ce6	common_voice_en_37470898.mp3	cf7248df3264a6e9065a299c252dad87340306bd4fdbfd45937bf9dec746304f	Roger Neill has composed extensively for commercial advertisement.		3	0	sixties	female_feminine	United States English|Texas		en	
b9423ded6c5670ebd6fdd41739b45bacd3f178c9fd5d02e46e0b9e533a14a9e725ded2a6d1e0353418f5780191669a89e58844b3f37c37066edbae8e22ef6ce6	common_voice_en_37470850.mp3	cf7b70e5035b5eaa9ec84ae09792317095aa5748c8fb9c14bcdc3c6fe398feaf	"Following her husband's death, Dot opened ""Dot's Dress Shoppe"" on Springhill Avenue establishment."		3	0	sixties	female_feminine	United States English|Texas		en	
b9423ded6c5670ebd6fdd41739b45bacd3f178c9fd5d02e46e0b9e533a14a9e725ded2a6d1e0353418f5780191669a89e58844b3f37c37066edbae8e22ef6ce6	common_voice_en_37470849.mp3	cf2c2fa6b026caaf3eb16641086dac2ce1c2fe8dc96a4e56b065caa659a7af93	After polymerization, factice can be used for rubber production.		6	0	sixties	female_feminine	United States English|Texas		en	
b9423ded6c5670ebd6fdd41739b45bacd3f178c9fd5d02e46e0b9e533a14a9e725ded2a6d1e0353418f5780191669a89e58844b3f37c37066edbae8e22ef6ce6	common_voice_en_37470843.mp3	cf6e0b336a3e607d2364ca2562b505cfd416fbb039d092f600cf7a538a9c9760	Wireless providers partnered with Intellisync included Verizon and Eurotel.		6	0	sixties	female_feminine	United States English|Texas		en	
b9423ded6c5670ebd6fdd41739b45bacd3f178c9fd5d02e46e0b9e533a14a9e725ded2a6d1e0353418f5780191669a89e58844b3f37c37066edbae8e22ef6ce6	common_voice_en_37470842.mp3	cf6d1b7b544e5ff2073f7de7316408c306c1f80d4fb5e23f111350a337be732e	On D-Day he flew three patrols off the coast of France.		6	0	sixties	female_feminine	United States English|Texas		en	
b9423ded6c5670ebd6fdd41739b45bacd3f178c9fd5d02e46e0b9e533a14a9e725ded2a6d1e0353418f5780191669a89e58844b3f37c37066edbae8e22ef6ce6	common_voice_en_37470841.mp3	cf7634263a3f9d7ea8eaf313b6daee142bc46f093435003b5e319ddfcfca0460	Curse of the Lake Monster as Mrs. Trowburg.		6	0	sixties	female_feminine	United States English|Texas		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31501909.mp3	4e674eba8ffd8f5bb19730b9db59d789fe94619ab8ee995057289dc84bf97ffe	Together they had seven sons and two daughters.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31501991.mp3	4d771042576ca869fd1655b96b62c5fc81da6bb799944b36eb9ea1d274621c7d	She was hired by the Japanese government to teach English.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31501994.mp3	4e382e1ba4e0cc0b3248b0bedd976c3b266ef4207bc5d49b89e39d45ce72617d	He is also an accountant and chess coach.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31501995.mp3	4e3acb44ecbf6150bc23e37d184622460c5760d0b21afb0b689b6fcf60d7a1bc	Each of the six zones received two spots in the final tournament.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31501816.mp3	4e1867189de23379aa30cc6f46c9b2d2179f511a93143bfc328633a4d3f30235	Contrary to their name they were not based near Mt Eden or Eden Park.		3	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31501992.mp3	4e90bc60a513566ca58f0afc131867c878bcc2490c7182b6c4d8501bc406335f	It features Adam Nickerson as the bandleader.		6	3	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31501993.mp3	4ddcd927fdf8aaeb7f9cbbb6eee5723b05218f791e90ed655e1b9673676e62ae	Both chess players were declared as Italian chess champions.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31501978.mp3	4c9f2421973a094b43f77615a188534566a141fa7bf822b575e956871ed78c14	Teams were divided into two pools of three teams each.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31501990.mp3	4d99b97a34545a8877b94bbefcea01a8051bf308aff698c9e916bac1caef2bfc	He is the last author to write of the monastery as still existing.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31501989.mp3	4dd961cac0ef9e2054b0c4cbdd8effbb8371d1112a9f76890465f81a3b8e6eb4	There is some question about where this church was located.		6	3	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31501988.mp3	4ca2a832a39bc30eb2ea5788ae2ed2f851a77efe2809fd66b543939e6c27b7db	The text is written by Astrid Lindgren.		3	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31501996.mp3	4dd54099c6718c65fcdf68f4367403bcae63399b9e907568f7b89f45cab711f0	He also produced parliamentary publications on social issues (particularly disability) and parliamentary reform.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31501997.mp3	4dfac1da7f18f1f200d7259110885352a7ba49f15fea6f6a439336deb52b1241	His family did not join him.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31501987.mp3	4e2132dfd41065389edba8cdcfd8c6835a32452ca45d1ad944926a5bc8849096	She later worked in an orangutan sanctuary in Indonesia.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31501986.mp3	4e2059c2e884cd84c0e615b54216c6638fb5bd4bc6812d8f42952aef127a8859	They then proceeded to Argentina and New Zealand.		3	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31501998.mp3	4ce5abe4abbd14266e6aa164dbd0c5d85b507aaec2669c02136c7aea7f39bfd9	Other groups included Justice?		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31501817.mp3	4e48ce39f81abbbba839d8e68a11827e9b417529f575fbea8eaaff2c8594c238	She lived at La Ruche.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31501985.mp3	4d24f078e851334a4bcde3c8867b5454fb752247ac3a9eb77c8a25667c85ba49	"The story bears resemblance to the popular Soviet novel ""How the Steel Was Tempered""."		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31501984.mp3	4d8cf139300eabf1560d7cc3c6b970e4c4295a530ce195162ae04e37ee1efaa4	The crew of the heavily damaged and beached was drafted to unload the cargo.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31501983.mp3	4e8a634287978a8a486efb091ea2479b55e837c49da723eed18d987c08c5747b	He currently works in Toulouse.		3	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31501982.mp3	4e58236fbd9a157b00dff0ca741681193e75d659d8abc8aa601905569aacbbe0	It’s incredibly funny.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31501981.mp3	4dc7fd0c038b7b9a804937e0f74647a83055cc977424d52ea4d0cb6be021fdca	The cone was visibly venting fumes.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31501980.mp3	4e13189c457c56f77d108dff086505a05e84c8bff3578f600c63326fb318487c	There are also developments in apartment design in Australia that can enable multigenerational living.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31501979.mp3	4c6b5a53c35804dd060791c0af02506fa0996c28fdf0409f83f305b73fc5769e	In the same year she also won at Welsh International.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31501808.mp3	4e0880eda27bb07c9c8e5e7131c502508417be8f2471b6e07348cdaf51c866bc	He took over the seat from Sen.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31501815.mp3	4e519a6b11668bfb8adfcd740581ff0608908f0bf91f5798352523b9cd82ced7	Plucks off my beard and blows it in my face?		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31501999.mp3	4d854edb960b4de70590db5da8fe5b983930e34486872ae43a8f09d2beef9c8c	The statue alone stands high while the building it stands on is high.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31502000.mp3	4dbfe9608e7bfd51c13305fad56cdf531be4ea9332102eafa60b55016f52afc7	Two missed goal opportunities on the day proved costly.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31502001.mp3	4e12ef20d7090d51a70abc4f016fbe33193416cca70df3bce562248c26d18420	The building was removed from the National Register of Historic Places.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31502002.mp3	4dddfc53b2ba777b3f6a7e3a0b5564e652ae3235018ff58f63eddebcb37a0527	The route continues east for about before reaching its northern terminus near Lake Dardanelle.		6	3	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31502008.mp3	4e4121127c92b3765e1e62bb7231a9bc1a20f42463a50589702f34802d0ea131	Her body was found the next day in Monroe County.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31502009.mp3	4e78865ed1c66fce7fa24b51fa77ae2e9f256ee9f831ebf922e469d1df0b27d9	This led to the creation of the fourth largest railway system in the world.		9	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31502010.mp3	4e08b34ed1f3a075ecc949c9dfb68697d45fdaec0516420dada368c9048b9ed1	Most of the former trackbed has now been converted for road use.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31502011.mp3	4e8efda7bf60480af864b0738f5d4e1f3506a976f0ab1a62387dfbeeb0d97cf5	Mayan was one of the founders of Liberal Initiative.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31502012.mp3	4e7abc17aaafd9e7b917f0cbd66abb7d32c84bcfbeae7ceca65e5038b2fd0d1d	The competition featured both junior and senior competitive divisions.		9	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31501938.mp3	4da8a1755b0088d76f28d79965bde1f530b513ff99d23245e4bca0ba7ab9c332	He was promoted to first lieutenant during that time.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31502013.mp3	4e7d3918c424dc23a7b90b4b99b300f89f4deccc2f4a461f3a37258ab57ef61a	The perpetrators of these sexual behaviors have mostly been identified as fellow students.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31501946.mp3	4e628a66c9a89def1d5dda6485870b537d2c2f9498acdc7ff0a286293b587b1b	There is one main street.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31502015.mp3	4cfa5c895d0f7d16916b186b21347cae512924c9e06376275566045ab3c3a5fe	The district is mostly residential.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31502016.mp3	4dc0c40a3c5a89f7a2f6d5d7657df6a0cf1f0fcb877bb605fd3926e3e3d46511	He is interred at Grand Lawn Cemetery in Detroit.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31502018.mp3	4e18b02628baa6521875901ee61150e678d058d1b4107fc866e24c860969d86d	He was an asthma carrier.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31502019.mp3	4e65d244beaf4c5ef2d1c581b3860d0dbdcda0bd15cc526e01acf72cb266b9f9	The following year Anwar won an award for composing the music of the film.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31502020.mp3	4e2241c2f3a1a2a2660ace07cdd777eb1961db49459709a9f07076f1c49162ba	His trial lasted ten minutes.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31501977.mp3	4e5603f4bbe8820ded8e8a96459f3f8010e5973d9914d663e0b52eff96a4db96	The fifteen people that died had apparently been trapped on the second floor.		6	0	fifties	male_masculine	United States English|southern United States		en	
79ce8451fea8968eae6f84f6814187a7a9d4a4da089294de5565c6872ff1f951ebdcfb6b74c51cd7c08a2745c89c5ae67c5464dd4c0b22e55b2d4b1d7c0181bf	common_voice_en_31502021.mp3	4d86211c2ed721144aca5d0937bc4aef5cfda8cf6169ee62390d1d7bd0b85f00	Her parents were Maria (born Field) and William Hughes Hughes.		9	0	fifties	male_masculine	United States English|southern United States		en	
